policy_id,vehicle_usage_type,cylinder,gross_weight,gear_box,fuel,torque,car_color,features,airbags,policy_age_months,population_density,transmission_type,manufacturer,rear_brakes,engine_type,height,car_age,policyholder_age,garage_type,region,width,annual_mileage_km,steering_type,driver_occupation,length,car_model,power,displacement,turning_radius,car_segment,safety_rating,claim
P38864,Rental,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,102,34791,Manual,1,Drum,K Series Dual jet,1530,5 years and 7 months,46,Driveway,C12,1735,10000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P38865,Personal,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,13,34791,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 6 months,30,On Street,C12,1790,15000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,35,0
P38866,Ride-sharing,3,1340,5,CNG,82.1Nm@3400rpm,Silver,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,28,34791,Manual,1,Drum,K10C,1675,5 years and 3 months,23,Covered,C12,1620,25000,Power,Unemployed,3655,M8,55.92bhp@5300rpm,998,4.7,B1,28,0
P38867,Work and Personal,4,1510,5,CNG,85Nm@3000rpm,Unknown,"['parking_sensors', 'speed_alert']",1,95,8794,Manual,1,Drum,G12B,1825,1 years and 4 months,37,Covered,C8,1475,15000,Manual,Professional,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,8,0
P38868,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,62,73430,Manual,1,Drum,F8D Petrol Engine,1475,2 years and 5 months,27,Covered,C10,1515,15000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,6,0
P38869,Personal,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,43,4076,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,33,On Street,C3,1515,10000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P38870,Personal,4,1051,5,Diesel,200Nm@1750rpm,White,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,2,73430,Manual,5,Drum,i-DTEC,1501,4 years and 2 months,23,Covered,C10,1695,15000,Electric,Unemployed,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,40,0
P38871,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,85,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 7 months,50,Driveway,C2,1790,10000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,34,0
P38872,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,101,4076,Manual,1,Drum,K Series Dual jet,1530,3 years and 10 months,26,Enclosed Parking,C3,1735,15000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P38873,Rental,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,93,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 1 months,63,Driveway,C2,1790,10000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P38874,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,85,8794,Automatic,1,Drum,1.2 L K12N Dualjet,1515,4 years and 6 months,43,On Street,C8,1735,25000,Electric,Retired,3995,M2,88.50bhp@6000rpm,1197,4.8,C1,25,0
P38875,Work and Personal,3,1155,5,Petrol,91Nm@4250rpm,Black,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,104,8794,Automatic,2,Drum,1.0 SCe,1490,4 years and 6 months,28,On Street,C8,1579,20000,Electric,Unemployed,3731,M3,67.06bhp@5500rpm,999,5.0,A,27,0
P38876,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,0,27003,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,38,Covered,C2,1515,25000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,5,0
P38877,Commercial,4,1410,5,Petrol,113Nm@4400rpm,Blue,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,21,17804,Automatic,1,Drum,1.2 L K Series Engine,1500,2 years and 5 months,31,Covered,C9,1745,20000,Electric,Retired,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,4,0
P38878,Personal,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,7,17804,Automatic,3,Disc,1.5 L U2 CRDi,1635,8 months,33,On Street,C9,1790,20000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,30,0
P38879,Personal,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,88,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 10 months,52,Driveway,C8,1790,15000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P38880,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,98,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 4 months,42,On Street,C8,1790,15000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,34,1
P38881,Rental,4,1335,5,Petrol,113Nm@4400rpm,Other,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,20,8794,Manual,1,Drum,K Series Dual jet,1530,4 years and 6 months,36,Covered,C8,1735,15000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P38882,Personal,4,1335,5,Petrol,113Nm@4400rpm,Other,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,79,8794,Manual,1,Drum,K Series Dual jet,1530,7 years and 4 months,40,Enclosed Parking,C8,1735,5000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,23,0
P38883,Personal,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,26,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,7 years and 8 months,38,On Street,C14,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,32,0
P38884,Personal,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,94,27003,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,48,Driveway,C2,1515,20000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,4,0
P38885,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,7,21622,Automatic,3,Disc,1.5 L U2 CRDi,1635,0 months,51,Driveway,C4,1790,5000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,35,0
P38886,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,99,6108,Manual,1,Drum,K Series Dual jet,1530,3 years and 10 months,58,On Street,C11,1735,10000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,23,0
P38887,Personal,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,7,17804,Manual,1,Drum,K Series Dual jet,1530,4 months,34,Enclosed Parking,C9,1735,5000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P38888,Work and Personal,3,1155,5,Petrol,91Nm@4250rpm,White,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,104,34791,Automatic,2,Drum,1.0 SCe,1490,2 years and 1 months,29,Driveway,C12,1579,5000,Electric,Unemployed,3731,M3,67.06bhp@5500rpm,999,5.0,A,20,0
P38889,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,24,34738,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 1 months,33,Covered,C5,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,32,0
P38890,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,95,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 11 months,34,Covered,C8,1790,20000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P38891,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,75,8794,Manual,1,Drum,K Series Dual jet,1530,1 years and 4 months,45,On Street,C8,1735,20000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P38892,Personal,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,74,4076,Manual,1,Drum,F8D Petrol Engine,1475,4 months,42,Covered,C3,1515,20000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P38893,Rental,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,90,4076,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,43,On Street,C3,1790,10000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,32,0
P38894,Rental,4,1410,5,Petrol,113Nm@4400rpm,Silver,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,86,8794,Automatic,1,Drum,1.2 L K Series Engine,1500,3 years and 1 months,50,Driveway,C8,1745,15000,Electric,Student,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,4,0
P38895,Rental,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,89,4076,Manual,1,Drum,F8D Petrol Engine,1475,8 months,36,On Street,C3,1515,5000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,0,0
P38896,Rental,3,1340,5,CNG,82.1Nm@3400rpm,Red,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,71,27003,Manual,1,Drum,K10C,1675,3 years and 10 months,46,Driveway,C2,1620,10000,Power,Retired,3655,M8,55.92bhp@5300rpm,998,4.7,B1,21,0
P38897,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,84,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 1 months,47,Enclosed Parking,C8,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P38898,Work and Personal,4,1410,5,Petrol,113Nm@4400rpm,Blue,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,7,8794,Automatic,1,Drum,1.2 L K Series Engine,1500,1 years and 4 months,33,Enclosed Parking,C8,1745,25000,Electric,Professional,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,5,0
P38899,Commercial,4,1490,5,Diesel,200Nm@3000rpm,White,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,75,34791,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,8 years and 4 months,29,Covered,C12,1755,15000,Electric,Self-Employed,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,53,0
P38900,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Other,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,69,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 6 months,43,Enclosed Parking,C8,1790,20000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,0
P38901,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,44,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 5 months,23,Enclosed Parking,C8,1790,10000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,0
P38902,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,50,8794,Manual,1,Drum,K Series Dual jet,1530,4 years and 10 months,33,Enclosed Parking,C8,1735,25000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,21,0
P38903,Personal,3,1340,5,CNG,82.1Nm@3400rpm,Silver,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,58,13051,Manual,1,Drum,K10C,1675,3 years and 1 months,26,Enclosed Parking,C6,1620,5000,Power,Professional,3655,M8,55.92bhp@5300rpm,998,4.7,B1,22,0
P38904,Commercial,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,24,8794,Manual,1,Drum,F8D Petrol Engine,1475,8 months,42,Driveway,C8,1515,25000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P38905,Personal,3,1340,5,CNG,82.1Nm@3400rpm,Other,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,84,8794,Manual,1,Drum,K10C,1675,7 years and 4 months,25,On Street,C8,1620,10000,Power,Self-Employed,3655,M8,55.92bhp@5300rpm,998,4.7,B1,29,0
P38906,Personal,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,33,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 11 months,35,On Street,C8,1790,20000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P38907,Rental,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,58,4990,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,43,Enclosed Parking,C1,1515,5000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P38908,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,36,73430,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,46,On Street,C10,1790,5000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,31,0
P38909,Commercial,4,1410,5,Petrol,113Nm@4400rpm,Other,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,55,34738,Automatic,1,Drum,1.2 L K Series Engine,1500,4 months,56,Covered,C5,1745,15000,Electric,Professional,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,2,0
P38910,Personal,4,1051,5,Diesel,200Nm@1750rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,29,27003,Manual,5,Drum,i-DTEC,1501,3 years and 6 months,33,Covered,C2,1695,20000,Electric,Student,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,43,0
P38911,Commercial,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,7,4990,Manual,1,Drum,K Series Dual jet,1530,2 years and 9 months,23,Driveway,C1,1735,10000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P38912,Commercial,4,1510,5,CNG,85Nm@3000rpm,Unknown,"['parking_sensors', 'speed_alert']",1,85,7788,Manual,1,Drum,G12B,1825,4 months,26,Enclosed Parking,C14,1475,10000,Manual,Unemployed,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,4,0
P38913,Work and Personal,3,1340,5,CNG,82.1Nm@3400rpm,Red,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,83,27003,Manual,1,Drum,K10C,1675,2 years and 1 months,40,On Street,C2,1620,25000,Power,Professional,3655,M8,55.92bhp@5300rpm,998,4.7,B1,30,0
P38914,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,39,7788,Manual,1,Drum,F8D Petrol Engine,1475,4 months,61,On Street,C14,1515,20000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P38915,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,97,17804,Manual,1,Drum,F8D Petrol Engine,1475,4 months,33,On Street,C9,1515,20000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,1
P38916,Commercial,4,1051,5,Diesel,200Nm@1750rpm,Other,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,53,34738,Manual,5,Drum,i-DTEC,1501,2 years and 1 months,27,Enclosed Parking,C5,1695,10000,Electric,Retired,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,50,0
P38917,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,93,7788,Manual,1,Drum,K Series Dual jet,1530,3 years and 1 months,38,Driveway,C14,1735,15000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,24,0
P38918,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,31,34738,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 10 months,31,Driveway,C5,1790,5000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P38919,Personal,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,87,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 3 months,35,Driveway,C14,1790,10000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P38920,Commercial,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,4,4076,Manual,1,Drum,F8D Petrol Engine,1475,0 months,39,Covered,C3,1515,20000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,10,0
P38921,Personal,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,97,4076,Manual,1,Drum,K Series Dual jet,1530,5 years and 11 months,56,Covered,C3,1735,20000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P38922,Rental,4,1335,5,Petrol,113Nm@4400rpm,Red,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,95,7788,Manual,1,Drum,K Series Dual jet,1530,2 years and 1 months,36,Driveway,C14,1735,20000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,26,0
P38923,Work and Personal,4,1490,5,Diesel,200Nm@3000rpm,White,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,9,8794,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,2 years and 9 months,26,Covered,C8,1755,15000,Electric,Unemployed,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,50,0
P38924,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,21,8794,Manual,1,Drum,K Series Dual jet,1530,2 years and 1 months,27,Enclosed Parking,C8,1735,20000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P38925,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,19,4076,Manual,1,Drum,F8D Petrol Engine,1475,0 months,26,Driveway,C3,1515,20000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,0,0
